parent_url,activity_name,activity_content,activity_type,life_learning_type,outside_url,activity_limit,event_url
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20251326_04,【114-1學輔中心】文學院X管理學院『找到自己的療癒法陣』學輔蠟燭手作工作坊,"114學年開始，新的計畫、新的生活
不知道在努力達成目標、努力生活的你好嗎？
讓我們替自己在學期中安排一個暫停鍵吧！

文學院與管理學院學輔邀請你
一起來做給自己的禮物
一起來聊聊目標、療療自己

(一)主題：文學院X管理學院「找到自己的療癒法陣」學輔蠟燭手作工作坊

(二)內容介紹：新學年開始，為使同學在忙碌於課業之餘，同時維持對於自我的關注，並在學習與生活中持續平衡；除了自我照顧外，也希望連結無論專業背景相同與否的同學，拓展學涯、職涯的視野，給予彼此祝福，更希望透過回饋與欣賞，增加對於自己的肯定與欣賞，以其學生之自我效能。

(三)人數：每場次約10人，預計辦理三場，共30人。(文學院/管理學院同學優先報名)
(本場次報名不等於錄取，錄取10名，系統開放20位報名，請靜候錄取通知。)

(四)活動內容設計：
本工作坊內容主要分為三個部分：準備與認識、蠟燭製作與連結、回饋與反思。除了蠟燭製作與連結需要約一小時的時間外，其餘兩個部分各大約使用30分鐘的時間。
18:10-18:30 活動報到 (簽到)
18:30-19:00 準備與認識 帶領者：張哲銘學輔專員
19:00-20:00 蠟燭製作與連結 帶領者：沈俊祥諮商心理師
20:00-20:30 回饋與反思 帶領者：張哲銘學輔專員

(五)若有報名問題或想問的問題，請洽學輔專員(請來信備註)
1.文學院：張哲銘 學輔專員 chemingchang@ntu.edu.tw",工作坊 (適用非公務人員),過期活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20251326_04&sesID=2
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20251326_04,【114-1學輔中心】文學院X管理學院『找到自己的療癒法陣』學輔蠟燭手作工作坊,"114學年開始，新的計畫、新的生活
不知道在努力達成目標、努力生活的你好嗎？
讓我們替自己在學期中安排一個暫停鍵吧！

文學院與管理學院學輔邀請你
一起來做給自己的禮物
一起來聊聊目標、療療自己

(一)主題：文學院X管理學院「找到自己的療癒法陣」學輔蠟燭手作工作坊

(二)內容介紹：新學年開始，為使同學在忙碌於課業之餘，同時維持對於自我的關注，並在學習與生活中持續平衡；除了自我照顧外，也希望連結無論專業背景相同與否的同學，拓展學涯、職涯的視野，給予彼此祝福，更希望透過回饋與欣賞，增加對於自己的肯定與欣賞，以其學生之自我效能。

(三)人數：每場次約10人，預計辦理三場，共30人。(文學院/管理學院同學優先報名)
(本場次報名不等於錄取，錄取10名，系統開放20位報名，請靜候錄取通知。)

(四)活動內容設計：
本工作坊內容主要分為三個部分：準備與認識、蠟燭製作與連結、回饋與反思。除了蠟燭製作與連結需要約一小時的時間外，其餘兩個部分各大約使用30分鐘的時間。
18:10-18:30 活動報到 (簽到)
18:30-19:00 準備與認識 帶領者：張哲銘學輔專員
19:00-20:00 蠟燭製作與連結 帶領者：沈俊祥諮商心理師
20:00-20:30 回饋與反思 帶領者：張哲銘學輔專員

(五)若有報名問題或想問的問題，請洽學輔專員(請來信備註)
1.文學院：張哲銘 學輔專員 chemingchang@ntu.edu.tw",工作坊 (適用非公務人員),過期活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20251326_04&sesID=3
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20255100_09,【共作文明新趨勢文化講座】(一)——舉世無雙、獨步天下：商代小臣艅犀牛形青銅尊的多元研究和展陳,"【共作文明新趨勢文化講座】(一)
講題：舉世無雙、獨步天下：商代小臣艅犀牛形青銅尊的多元研究和展陳
講者：許傑（美國舊金山亞洲藝術博物館名譽館長、美國人文與科學院院士）
主持人：盧慧紋（臺大藝史所教授兼所長）
時間：2025年10月8日（三）15:00–17:00
地點：台大文學院演講廳
主辦單位：國立臺灣大學系統、臺大系統文化基金會、臺大文學院

舊金山亞洲藝術博物館中華文物藏品的核心部分包括一批極爲重要的中國古代青銅器，其中最具個性的是一件以犀牛為造型的商代末期青銅容器，舉世無雙，並鑄有重要銘文，表明做器者是「小臣艅」。在二十一世紀的當代，傳世古代器物的研究可以採用多學科、多層次的手段，以此全面揭取器物蘊含的信息，深化研究並普及於博物館的公共教育。本講座即以小臣艅犀牛形青銅尊爲例，從諸多方面探討該器的特徵及其重要意義。",其他活動 (兩種身分皆適用),人文素養/人文素養/美術(174),https://reurl.cc/DO472e,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20255100_09&sesID=1
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20255791_09,【CARDO】114-1 職業工坊,聯手企業夥伴透過不同形式工作坊，帶領學生實作與演練。包括求職工作坊、創業工作坊、可攜式能力工作坊、諮商工作坊等，協助學生建置技能組合。,工作坊 (適用非公務人員),過期活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20255791_09&sesID=1
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20255791_09,【CARDO】114-1 職業工坊,聯手企業夥伴透過不同形式工作坊，帶領學生實作與演練。包括求職工作坊、創業工作坊、可攜式能力工作坊、諮商工作坊等，協助學生建置技能組合。,工作坊 (適用非公務人員),過期活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20255791_09&sesID=2
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=2025B700_01,打破標籤，守護自己——探索性別暴力刻板印象與自我保護,"打破標籤，守護自己
──探索性別暴力刻板印象與自我保護

你是否曾在課堂、網路或生活中，聽過那些「看似正常」卻充滿偏見的話語？
你是否想過，性別暴力不只是新聞事件，而可能真實存在於你我的日常？

本講座將帶你一起揭開性別暴力的真相，認識那些被忽略的刻板印象，並透過真實案例與互動討論，學習有效的自我保護策略。
讓我們不只談防禦，更談改變。
˖✻*˸ꕤ*˸*⋆。˖✻*˸ꕤ*˸*⋆。˖✻*˸ꕤ*˸*⋆。˖✻*˸ꕤ*˸*⋆。･˖✻*˸ꕤ*˸*⋆。˖✻*˸ꕤ*˸*⋆。˖✻*˸ꕤ*˸*⋆。˖✻*˸ꕤ*˸*⋆。˖✻*˸ꕤ*˸*⋆。˖✻*˸ꕤ*˸*⋆。˖✻*˸ꕤ*˸*⋆。˖✻*˸ꕤ*˸*⋆。˖✻*˸ꕤ*˸*⋆。˖✻*˸ꕤ*˸*⋆。˖
主題：探索性別暴力刻板印象與自我保護
講師：吳博毅諮商心理師（旭立心理諮商中心）
日期：10月７日
時間：14:00-16:30（2.5小時）
對象：學生與教職員
場地：大一女研討室
主辦單位：學務處學輔中心、性別平等教育委員會、社團法人台北市婦女新知協會",講座 (適用非公務人員),過期活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=2025B700_01&sesID=1
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20251260_05,"Writing Together, Stronger than Ever !","Writing Together, Stronger than Ever !

100%滿意度，好評再加場

寫論文的你，是否苦於論文拖延症纏身？是不是常覺得進展緩慢，論文永遠寫不完？其實，你並不孤單，寫作也不必孤軍奮戰，讓我們Writing Together，攜手突破困境，打贏這場硬仗！

國外頂尖學府近期吹起「共學、互助」Writing Together之風，臺大寫作教學中心期望將這股暖風帶進校園，為臺灣研究生量身打造正向的寫作體驗。在今年秋天的5個星期五下午，我們將提供一個無壓力的寫作環境，讓你專心投入。此外，我們還有中英文寫作教師隨時待命，以及 AI寫作輔助工具的支援，幫助你提高效率，順利達成寫作目標。

Writing Together 讓寫論文不再只是一個人的苦戰，而是一群人的Fighting Together！有了我們的專業協助，你會發現，其實距離完成論文並沒有那麼遙遠。別猶豫了，趕快手刀報名吧!",其他活動 (適用非公務人員),過期活動總表,https://www.awec.ntu.edu.tw/writing-together/,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20251260_05&sesID=1
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20251260_05,"Writing Together, Stronger than Ever !","Writing Together, Stronger than Ever !

100%滿意度，好評再加場

寫論文的你，是否苦於論文拖延症纏身？是不是常覺得進展緩慢，論文永遠寫不完？其實，你並不孤單，寫作也不必孤軍奮戰，讓我們Writing Together，攜手突破困境，打贏這場硬仗！

國外頂尖學府近期吹起「共學、互助」Writing Together之風，臺大寫作教學中心期望將這股暖風帶進校園，為臺灣研究生量身打造正向的寫作體驗。在今年秋天的5個星期五下午，我們將提供一個無壓力的寫作環境，讓你專心投入。此外，我們還有中英文寫作教師隨時待命，以及 AI寫作輔助工具的支援，幫助你提高效率，順利達成寫作目標。

Writing Together 讓寫論文不再只是一個人的苦戰，而是一群人的Fighting Together！有了我們的專業協助，你會發現，其實距離完成論文並沒有那麼遙遠。別猶豫了，趕快手刀報名吧!",其他活動 (適用非公務人員),過期活動總表,https://www.awec.ntu.edu.tw/writing-together/,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20251260_05&sesID=2
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20251260_05,"Writing Together, Stronger than Ever !","Writing Together, Stronger than Ever !

100%滿意度，好評再加場

寫論文的你，是否苦於論文拖延症纏身？是不是常覺得進展緩慢，論文永遠寫不完？其實，你並不孤單，寫作也不必孤軍奮戰，讓我們Writing Together，攜手突破困境，打贏這場硬仗！

國外頂尖學府近期吹起「共學、互助」Writing Together之風，臺大寫作教學中心期望將這股暖風帶進校園，為臺灣研究生量身打造正向的寫作體驗。在今年秋天的5個星期五下午，我們將提供一個無壓力的寫作環境，讓你專心投入。此外，我們還有中英文寫作教師隨時待命，以及 AI寫作輔助工具的支援，幫助你提高效率，順利達成寫作目標。

Writing Together 讓寫論文不再只是一個人的苦戰，而是一群人的Fighting Together！有了我們的專業協助，你會發現，其實距離完成論文並沒有那麼遙遠。別猶豫了，趕快手刀報名吧!",其他活動 (適用非公務人員),過期活動總表,https://www.awec.ntu.edu.tw/writing-together/,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20251260_05&sesID=3
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20251260_05,"Writing Together, Stronger than Ever !","Writing Together, Stronger than Ever !

100%滿意度，好評再加場

寫論文的你，是否苦於論文拖延症纏身？是不是常覺得進展緩慢，論文永遠寫不完？其實，你並不孤單，寫作也不必孤軍奮戰，讓我們Writing Together，攜手突破困境，打贏這場硬仗！

國外頂尖學府近期吹起「共學、互助」Writing Together之風，臺大寫作教學中心期望將這股暖風帶進校園，為臺灣研究生量身打造正向的寫作體驗。在今年秋天的5個星期五下午，我們將提供一個無壓力的寫作環境，讓你專心投入。此外，我們還有中英文寫作教師隨時待命，以及 AI寫作輔助工具的支援，幫助你提高效率，順利達成寫作目標。

Writing Together 讓寫論文不再只是一個人的苦戰，而是一群人的Fighting Together！有了我們的專業協助，你會發現，其實距離完成論文並沒有那麼遙遠。別猶豫了，趕快手刀報名吧!",其他活動 (適用非公務人員),過期活動總表,https://www.awec.ntu.edu.tw/writing-together/,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20251260_05&sesID=4
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20251260_05,"Writing Together, Stronger than Ever !","Writing Together, Stronger than Ever !

100%滿意度，好評再加場

寫論文的你，是否苦於論文拖延症纏身？是不是常覺得進展緩慢，論文永遠寫不完？其實，你並不孤單，寫作也不必孤軍奮戰，讓我們Writing Together，攜手突破困境，打贏這場硬仗！

國外頂尖學府近期吹起「共學、互助」Writing Together之風，臺大寫作教學中心期望將這股暖風帶進校園，為臺灣研究生量身打造正向的寫作體驗。在今年秋天的5個星期五下午，我們將提供一個無壓力的寫作環境，讓你專心投入。此外，我們還有中英文寫作教師隨時待命，以及 AI寫作輔助工具的支援，幫助你提高效率，順利達成寫作目標。

Writing Together 讓寫論文不再只是一個人的苦戰，而是一群人的Fighting Together！有了我們的專業協助，你會發現，其實距離完成論文並沒有那麼遙遠。別猶豫了，趕快手刀報名吧!",其他活動 (適用非公務人員),過期活動總表,https://www.awec.ntu.edu.tw/writing-together/,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20251260_05&sesID=5
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20251260_05,"Writing Together, Stronger than Ever !","Writing Together, Stronger than Ever !

100%滿意度，好評再加場

寫論文的你，是否苦於論文拖延症纏身？是不是常覺得進展緩慢，論文永遠寫不完？其實，你並不孤單，寫作也不必孤軍奮戰，讓我們Writing Together，攜手突破困境，打贏這場硬仗！

國外頂尖學府近期吹起「共學、互助」Writing Together之風，臺大寫作教學中心期望將這股暖風帶進校園，為臺灣研究生量身打造正向的寫作體驗。在今年秋天的5個星期五下午，我們將提供一個無壓力的寫作環境，讓你專心投入。此外，我們還有中英文寫作教師隨時待命，以及 AI寫作輔助工具的支援，幫助你提高效率，順利達成寫作目標。

Writing Together 讓寫論文不再只是一個人的苦戰，而是一群人的Fighting Together！有了我們的專業協助，你會發現，其實距離完成論文並沒有那麼遙遠。別猶豫了，趕快手刀報名吧!",其他活動 (適用非公務人員),過期活動總表,https://www.awec.ntu.edu.tw/writing-together/,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20251260_05&sesID=6
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20251401_03,公文系統操作宣導系列課程(線上及實體),"為加強本校新進同仁及一般業務承辦人，對公文系統之操作熟悉度，舉辦「公文系統操作宣導」線上及實體課程，歡迎同仁踴躍報名參加，請查照。
一、課程內容、上課場次及時間如下:
(一)第1場：【線上課程】初階-公文系統介面及逾期公文處理；於10月2日（星期四）上午10時20分至11時50分。
(二)第2場：【線上課程】進階:流程設定及常見錯誤；於10月14日（星期二）上午10時20分至11時50分。
(三)第3場：【實體課程】承辦人課程，於10月16日（星期四）上午10時至12時。
(四)第4場：【實體課程】登記桌課程，於10月16日（星期四）下午2時至3時30分。
二、上課地點:
(一)線上課程：本課程使用Google Meet，會議室連結將於該場次上課前，以 Email 提供報名者。
(二)實體課程：本校計算機及資訊網路中心2樓206電腦教室。
三、參加課程者可獲得終身學習時數，請徵得主管同意後，即日起至各場次開課前2日中午12時前，至本校myNTU之活動報名系統報名，網址:https://my.ntu.edu.tw/actregister/Default.aspx。",課程 (兩種身分皆適用),專業行政/一般行政/一般行政(23),無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20251401_03&sesID=1
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20251401_03,公文系統操作宣導系列課程(線上及實體),"為加強本校新進同仁及一般業務承辦人，對公文系統之操作熟悉度，舉辦「公文系統操作宣導」線上及實體課程，歡迎同仁踴躍報名參加，請查照。
一、課程內容、上課場次及時間如下:
(一)第1場：【線上課程】初階-公文系統介面及逾期公文處理；於10月2日（星期四）上午10時20分至11時50分。
(二)第2場：【線上課程】進階:流程設定及常見錯誤；於10月14日（星期二）上午10時20分至11時50分。
(三)第3場：【實體課程】承辦人課程，於10月16日（星期四）上午10時至12時。
(四)第4場：【實體課程】登記桌課程，於10月16日（星期四）下午2時至3時30分。
二、上課地點:
(一)線上課程：本課程使用Google Meet，會議室連結將於該場次上課前，以 Email 提供報名者。
(二)實體課程：本校計算機及資訊網路中心2樓206電腦教室。
三、參加課程者可獲得終身學習時數，請徵得主管同意後，即日起至各場次開課前2日中午12時前，至本校myNTU之活動報名系統報名，網址:https://my.ntu.edu.tw/actregister/Default.aspx。",課程 (兩種身分皆適用),專業行政/一般行政/一般行政(23),無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20251401_03&sesID=2
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20251401_03,公文系統操作宣導系列課程(線上及實體),"為加強本校新進同仁及一般業務承辦人，對公文系統之操作熟悉度，舉辦「公文系統操作宣導」線上及實體課程，歡迎同仁踴躍報名參加，請查照。
一、課程內容、上課場次及時間如下:
(一)第1場：【線上課程】初階-公文系統介面及逾期公文處理；於10月2日（星期四）上午10時20分至11時50分。
(二)第2場：【線上課程】進階:流程設定及常見錯誤；於10月14日（星期二）上午10時20分至11時50分。
(三)第3場：【實體課程】承辦人課程，於10月16日（星期四）上午10時至12時。
(四)第4場：【實體課程】登記桌課程，於10月16日（星期四）下午2時至3時30分。
二、上課地點:
(一)線上課程：本課程使用Google Meet，會議室連結將於該場次上課前，以 Email 提供報名者。
(二)實體課程：本校計算機及資訊網路中心2樓206電腦教室。
三、參加課程者可獲得終身學習時數，請徵得主管同意後，即日起至各場次開課前2日中午12時前，至本校myNTU之活動報名系統報名，網址:https://my.ntu.edu.tw/actregister/Default.aspx。",課程 (兩種身分皆適用),專業行政/一般行政/一般行政(23),無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20251401_03&sesID=3
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20251401_03,公文系統操作宣導系列課程(線上及實體),"為加強本校新進同仁及一般業務承辦人，對公文系統之操作熟悉度，舉辦「公文系統操作宣導」線上及實體課程，歡迎同仁踴躍報名參加，請查照。
一、課程內容、上課場次及時間如下:
(一)第1場：【線上課程】初階-公文系統介面及逾期公文處理；於10月2日（星期四）上午10時20分至11時50分。
(二)第2場：【線上課程】進階:流程設定及常見錯誤；於10月14日（星期二）上午10時20分至11時50分。
(三)第3場：【實體課程】承辦人課程，於10月16日（星期四）上午10時至12時。
(四)第4場：【實體課程】登記桌課程，於10月16日（星期四）下午2時至3時30分。
二、上課地點:
(一)線上課程：本課程使用Google Meet，會議室連結將於該場次上課前，以 Email 提供報名者。
(二)實體課程：本校計算機及資訊網路中心2樓206電腦教室。
三、參加課程者可獲得終身學習時數，請徵得主管同意後，即日起至各場次開課前2日中午12時前，至本校myNTU之活動報名系統報名，網址:https://my.ntu.edu.tw/actregister/Default.aspx。",課程 (兩種身分皆適用),專業行政/一般行政/一般行政(23),無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20251401_03&sesID=4
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20255791_07,【CARDO】114-1 TIP企業實習計畫說明會,"實習（ internship ）是銜接學校教育與職場專業的重要橋樑，也是促成學用合一的關鍵機制，而有效的實習制度更需要學校與企業攜手合作，方能奏效。有鑑於此，臺灣大學管理學院特邀請有志於建立實習制度的企業，成為臺大管院實習計畫（ TAIDA Internship Program, TIP）的企業夥伴，共同經營實習活動的供應鏈，包括需求確認、履歷彙集、溝通甄選、導師教練到績效評估，建置有效的實習媒合與運用平台，共同培養企業與社會的菁英領導人才。

臺大管院秉持培育優秀的管理人才理念，戮力養成學生學業與研究上的專業知識，更期望管院學生在面對全球化競爭的環境下，於工作職場上更具優勢。TIP 是讓學生在短短數個月內瞭解職場最佳方式，從中觀察到工作技能與趨勢、訓練職場禮儀與態度、並確認自我興趣與目標方向，儘早在畢業前加強不足與調整方向，同時在履歷表上增添實習經歷，掌握未來職涯開展成功的關鍵第一步。",其他活動 (適用非公務人員),過期活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20255791_07&sesID=1
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20255791_07,【CARDO】114-1 TIP企業實習計畫說明會,"實習（ internship ）是銜接學校教育與職場專業的重要橋樑，也是促成學用合一的關鍵機制，而有效的實習制度更需要學校與企業攜手合作，方能奏效。有鑑於此，臺灣大學管理學院特邀請有志於建立實習制度的企業，成為臺大管院實習計畫（ TAIDA Internship Program, TIP）的企業夥伴，共同經營實習活動的供應鏈，包括需求確認、履歷彙集、溝通甄選、導師教練到績效評估，建置有效的實習媒合與運用平台，共同培養企業與社會的菁英領導人才。

臺大管院秉持培育優秀的管理人才理念，戮力養成學生學業與研究上的專業知識，更期望管院學生在面對全球化競爭的環境下，於工作職場上更具優勢。TIP 是讓學生在短短數個月內瞭解職場最佳方式，從中觀察到工作技能與趨勢、訓練職場禮儀與態度、並確認自我興趣與目標方向，儘早在畢業前加強不足與調整方向，同時在履歷表上增添實習經歷，掌握未來職涯開展成功的關鍵第一步。",其他活動 (適用非公務人員),過期活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20255791_07&sesID=2
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20255791_07,【CARDO】114-1 TIP企業實習計畫說明會,"實習（ internship ）是銜接學校教育與職場專業的重要橋樑，也是促成學用合一的關鍵機制，而有效的實習制度更需要學校與企業攜手合作，方能奏效。有鑑於此，臺灣大學管理學院特邀請有志於建立實習制度的企業，成為臺大管院實習計畫（ TAIDA Internship Program, TIP）的企業夥伴，共同經營實習活動的供應鏈，包括需求確認、履歷彙集、溝通甄選、導師教練到績效評估，建置有效的實習媒合與運用平台，共同培養企業與社會的菁英領導人才。

臺大管院秉持培育優秀的管理人才理念，戮力養成學生學業與研究上的專業知識，更期望管院學生在面對全球化競爭的環境下，於工作職場上更具優勢。TIP 是讓學生在短短數個月內瞭解職場最佳方式，從中觀察到工作技能與趨勢、訓練職場禮儀與態度、並確認自我興趣與目標方向，儘早在畢業前加強不足與調整方向，同時在履歷表上增添實習經歷，掌握未來職涯開展成功的關鍵第一步。",其他活動 (適用非公務人員),過期活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20255791_07&sesID=3
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20255791_07,【CARDO】114-1 TIP企業實習計畫說明會,"實習（ internship ）是銜接學校教育與職場專業的重要橋樑，也是促成學用合一的關鍵機制，而有效的實習制度更需要學校與企業攜手合作，方能奏效。有鑑於此，臺灣大學管理學院特邀請有志於建立實習制度的企業，成為臺大管院實習計畫（ TAIDA Internship Program, TIP）的企業夥伴，共同經營實習活動的供應鏈，包括需求確認、履歷彙集、溝通甄選、導師教練到績效評估，建置有效的實習媒合與運用平台，共同培養企業與社會的菁英領導人才。

臺大管院秉持培育優秀的管理人才理念，戮力養成學生學業與研究上的專業知識，更期望管院學生在面對全球化競爭的環境下，於工作職場上更具優勢。TIP 是讓學生在短短數個月內瞭解職場最佳方式，從中觀察到工作技能與趨勢、訓練職場禮儀與態度、並確認自我興趣與目標方向，儘早在畢業前加強不足與調整方向，同時在履歷表上增添實習經歷，掌握未來職涯開展成功的關鍵第一步。",其他活動 (適用非公務人員),過期活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20255791_07&sesID=4
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20255791_07,【CARDO】114-1 TIP企業實習計畫說明會,"實習（ internship ）是銜接學校教育與職場專業的重要橋樑，也是促成學用合一的關鍵機制，而有效的實習制度更需要學校與企業攜手合作，方能奏效。有鑑於此，臺灣大學管理學院特邀請有志於建立實習制度的企業，成為臺大管院實習計畫（ TAIDA Internship Program, TIP）的企業夥伴，共同經營實習活動的供應鏈，包括需求確認、履歷彙集、溝通甄選、導師教練到績效評估，建置有效的實習媒合與運用平台，共同培養企業與社會的菁英領導人才。

臺大管院秉持培育優秀的管理人才理念，戮力養成學生學業與研究上的專業知識，更期望管院學生在面對全球化競爭的環境下，於工作職場上更具優勢。TIP 是讓學生在短短數個月內瞭解職場最佳方式，從中觀察到工作技能與趨勢、訓練職場禮儀與態度、並確認自我興趣與目標方向，儘早在畢業前加強不足與調整方向，同時在履歷表上增添實習經歷，掌握未來職涯開展成功的關鍵第一步。",其他活動 (適用非公務人員),過期活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20255791_07&sesID=5
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20255791_07,【CARDO】114-1 TIP企業實習計畫說明會,"實習（ internship ）是銜接學校教育與職場專業的重要橋樑，也是促成學用合一的關鍵機制，而有效的實習制度更需要學校與企業攜手合作，方能奏效。有鑑於此，臺灣大學管理學院特邀請有志於建立實習制度的企業，成為臺大管院實習計畫（ TAIDA Internship Program, TIP）的企業夥伴，共同經營實習活動的供應鏈，包括需求確認、履歷彙集、溝通甄選、導師教練到績效評估，建置有效的實習媒合與運用平台，共同培養企業與社會的菁英領導人才。

臺大管院秉持培育優秀的管理人才理念，戮力養成學生學業與研究上的專業知識，更期望管院學生在面對全球化競爭的環境下，於工作職場上更具優勢。TIP 是讓學生在短短數個月內瞭解職場最佳方式，從中觀察到工作技能與趨勢、訓練職場禮儀與態度、並確認自我興趣與目標方向，儘早在畢業前加強不足與調整方向，同時在履歷表上增添實習經歷，掌握未來職涯開展成功的關鍵第一步。",其他活動 (適用非公務人員),過期活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20255791_07&sesID=6
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20255791_07,【CARDO】114-1 TIP企業實習計畫說明會,"實習（ internship ）是銜接學校教育與職場專業的重要橋樑，也是促成學用合一的關鍵機制，而有效的實習制度更需要學校與企業攜手合作，方能奏效。有鑑於此，臺灣大學管理學院特邀請有志於建立實習制度的企業，成為臺大管院實習計畫（ TAIDA Internship Program, TIP）的企業夥伴，共同經營實習活動的供應鏈，包括需求確認、履歷彙集、溝通甄選、導師教練到績效評估，建置有效的實習媒合與運用平台，共同培養企業與社會的菁英領導人才。

臺大管院秉持培育優秀的管理人才理念，戮力養成學生學業與研究上的專業知識，更期望管院學生在面對全球化競爭的環境下，於工作職場上更具優勢。TIP 是讓學生在短短數個月內瞭解職場最佳方式，從中觀察到工作技能與趨勢、訓練職場禮儀與態度、並確認自我興趣與目標方向，儘早在畢業前加強不足與調整方向，同時在履歷表上增添實習經歷，掌握未來職涯開展成功的關鍵第一步。",其他活動 (適用非公務人員),過期活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20255791_07&sesID=7
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=2025M100_05,Fulbright 系列工作坊,雙語教育中心邀請Fulbright學術交流基金會前來帶領英語工作坊，為我校學生帶來一場豐富的學術饗宴。此系列演講將提供台灣大學的學生們以英文的方式接觸並了解美國文化。透過Fulbright學者的分享和交流，我們期待拓展學生的國際視野，啟發他們對於跨文化交流的興趣與理解。這將是一次難得的機會，讓我們共同體驗跨越語言和文化的連結，並深化彼此之間的學術交流與合作。,工作坊 (適用非公務人員),過期活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=2025M100_05&sesID=1
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=2025M100_05,Fulbright 系列工作坊,雙語教育中心邀請Fulbright學術交流基金會前來帶領英語工作坊，為我校學生帶來一場豐富的學術饗宴。此系列演講將提供台灣大學的學生們以英文的方式接觸並了解美國文化。透過Fulbright學者的分享和交流，我們期待拓展學生的國際視野，啟發他們對於跨文化交流的興趣與理解。這將是一次難得的機會，讓我們共同體驗跨越語言和文化的連結，並深化彼此之間的學術交流與合作。,工作坊 (適用非公務人員),過期活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=2025M100_05&sesID=2
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=2025M100_05,Fulbright 系列工作坊,雙語教育中心邀請Fulbright學術交流基金會前來帶領英語工作坊，為我校學生帶來一場豐富的學術饗宴。此系列演講將提供台灣大學的學生們以英文的方式接觸並了解美國文化。透過Fulbright學者的分享和交流，我們期待拓展學生的國際視野，啟發他們對於跨文化交流的興趣與理解。這將是一次難得的機會，讓我們共同體驗跨越語言和文化的連結，並深化彼此之間的學術交流與合作。,工作坊 (適用非公務人員),過期活動總表,無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=2025M100_05&sesID=3
